"Run.ID","Run.Group","Code","Type","Unit","Value"
218,"gfboston","WHK:gfboston","q","value",0.75
219,"gfboston","WIF:gfboston","q","value",0.75
220,"gfboston","WOL:gfboston","q","value",0.75
221,"gfboston","WPF:gfboston","q","value",0.75
222,"gfboston","WTF:gfboston","q","value",0.75
223,"gfboston","YTF:gfboston","q","value",0.75
224,"gfmontauk","COD:gfmontauk","q","value",0.75
225,"gfmontauk","HAD:gfmontauk","q","value",0.75
226,"gfmontauk","HAL:gfmontauk","q","value",0.75
227,"gfmontauk","OPT:gfmontauk","q","value",0.75
228,"gfmontauk","PLA:gfmontauk","q","value",0.75
229,"gfmontauk","POL:gfmontauk","q","value",0.75
230,"gfmontauk","RED:gfmontauk","q","value",0.75
231,"gfmontauk","WHK:gfmontauk","q","value",0.75
232,"gfmontauk","WIF:gfmontauk","q","value",0.75
233,"gfmontauk","WOL:gfmontauk","q","value",0.75
234,"gfmontauk","WPF:gfmontauk","q","value",0.75
235,"gfmontauk","WTF:gfmontauk","q","value",0.75
236,"gfmontauk","YTF:gfmontauk","q","value",0.75
237,"gfportland","COD:gfportland","q","value",0.75
238,"gfportland","HAD:gfportland","q","value",0.75
239,"gfportland","HAL:gfportland","q","value",0.75
240,"gfportland","OPT:gfportland","q","value",0.75
241,"gfportland","PLA:gfportland","q","value",0.75
242,"gfportland","POL:gfportland","q","value",0.75
243,"gfportland","RED:gfportland","q","value",0.75
244,"gfportland","WHK:gfportland","q","value",0.75
245,"gfportland","WIF:gfportland","q","value",0.75
246,"gfportland","WOL:gfportland","q","value",0.75
247,"gfportland","WPF:gfportland","q","value",0.75
248,"gfportland","WTF:gfportland","q","value",0.75
249,"gfportland","YTF:gfportland","q","value",0.75
250,"gfportsmouth","COD:gfportsmouth","q","value",0.75
251,"gfportsmouth","HAD:gfportsmouth","q","value",0.75
252,"gfportsmouth","HAL:gfportsmouth","q","value",0.75
253,"gfportsmouth","OPT:gfportsmouth","q","value",0.75
254,"gfportsmouth","PLA:gfportsmouth","q","value",0.75
255,"gfportsmouth","POL:gfportsmouth","q","value",0.75
256,"gfportsmouth","RED:gfportsmouth","q","value",0.75
257,"gfportsmouth","WHK:gfportsmouth","q","value",0.75
258,"gfportsmouth","WIF:gfportsmouth","q","value",0.75
259,"gfportsmouth","WOL:gfportsmouth","q","value",0.75
260,"gfportsmouth","WPF:gfportsmouth","q","value",0.75
261,"gfportsmouth","WTF:gfportsmouth","q","value",0.75
262,"gfportsmouth","YTF:gfportsmouth","q","value",0.75
263,"gfchatham","COD:gfchatham","q","value",0.75
264,"gfchatham","HAD:gfchatham","q","value",0.75
265,"gfchatham","HAL:gfchatham","q","value",0.75
266,"gfchatham","OPT:gfchatham","q","value",0.75
267,"gfchatham","PLA:gfchatham","q","value",0.75
268,"gfchatham","POL:gfchatham","q","value",0.75
269,"gfchatham","RED:gfchatham","q","value",0.75
270,"gfchatham","WHK:gfchatham","q","value",0.75
271,"gfchatham","WIF:gfchatham","q","value",0.75
272,"gfchatham","WOL:gfchatham","q","value",0.75
273,"gfchatham","WPF:gfchatham","q","value",0.75
274,"gfchatham","WTF:gfchatham","q","value",0.75
275,"gfchatham","YTF:gfchatham","q","value",0.75
276,"gfother","COD:gfother","q","value",0.75
277,"gfother","HAD:gfother","q","value",0.75
278,"gfother","HAL:gfother","q","value",0.75
279,"gfother","OPT:gfother","q","value",0.75
280,"gfother","PLA:gfother","q","value",0.75
281,"gfother","POL:gfother","q","value",0.75
282,"gfother","RED:gfother","q","value",0.75
283,"gfother","WHK:gfother","q","value",0.75
284,"gfother","WIF:gfother","q","value",0.75
285,"gfother","WOL:gfother","q","value",0.75
286,"gfother","WPF:gfother","q","value",0.75
287,"gfother","WTF:gfother","q","value",0.75
288,"gfother","YTF:gfother","q","value",0.75
289,"gfgloucester","COD:gfgloucester","q","value",1
290,"gfgloucester","HAD:gfgloucester","q","value",1
291,"gfgloucester","HAL:gfgloucester","q","value",1
292,"gfgloucester","OPT:gfgloucester","q","value",1
293,"gfgloucester","PLA:gfgloucester","q","value",1
294,"gfgloucester","POL:gfgloucester","q","value",1
295,"gfgloucester","RED:gfgloucester","q","value",1
296,"gfgloucester","WHK:gfgloucester","q","value",1
297,"gfgloucester","WIF:gfgloucester","q","value",1
298,"gfgloucester","WOL:gfgloucester","q","value",1
299,"gfgloucester","WPF:gfgloucester","q","value",1
300,"gfgloucester","WTF:gfgloucester","q","value",1
301,"gfgloucester","YTF:gfgloucester","q","value",1
302,"gfnewbedford","COD:gfnewbedford","q","value",1
303,"gfnewbedford","HAD:gfnewbedford","q","value",1
304,"gfnewbedford","HAL:gfnewbedford","q","value",1
305,"gfnewbedford","OPT:gfnewbedford","q","value",1
306,"gfnewbedford","PLA:gfnewbedford","q","value",1
307,"gfnewbedford","POL:gfnewbedford","q","value",1
308,"gfnewbedford","RED:gfnewbedford","q","value",1
309,"gfnewbedford","WHK:gfnewbedford","q","value",1
310,"gfnewbedford","WIF:gfnewbedford","q","value",1
311,"gfnewbedford","WOL:gfnewbedford","q","value",1
312,"gfnewbedford","WPF:gfnewbedford","q","value",1
313,"gfnewbedford","WTF:gfnewbedford","q","value",1
314,"gfnewbedford","YTF:gfnewbedford","q","value",1
315,"gfpointjudith","COD:gfpointjudith","q","value",1
316,"gfpointjudith","HAD:gfpointjudith","q","value",1
317,"gfpointjudith","HAL:gfpointjudith","q","value",1
318,"gfpointjudith","OPT:gfpointjudith","q","value",1
319,"gfpointjudith","PLA:gfpointjudith","q","value",1
320,"gfpointjudith","POL:gfpointjudith","q","value",1
321,"gfpointjudith","RED:gfpointjudith","q","value",1
322,"gfpointjudith","WHK:gfpointjudith","q","value",1
323,"gfpointjudith","WIF:gfpointjudith","q","value",1
324,"gfpointjudith","WOL:gfpointjudith","q","value",1
325,"gfpointjudith","WPF:gfpointjudith","q","value",1
326,"gfpointjudith","WTF:gfpointjudith","q","value",1
327,"gfpointjudith","YTF:gfpointjudith","q","value",1
328,"gfboston","COD:gfboston","q","value",1
329,"gfboston","HAD:gfboston","q","value",1
330,"gfboston","HAL:gfboston","q","value",1
331,"gfboston","OPT:gfboston","q","value",1
332,"gfboston","PLA:gfboston","q","value",1
333,"gfboston","POL:gfboston","q","value",1
334,"gfboston","RED:gfboston","q","value",1
335,"gfboston","WHK:gfboston","q","value",1
336,"gfboston","WIF:gfboston","q","value",1
337,"gfboston","WOL:gfboston","q","value",1
338,"gfboston","WPF:gfboston","q","value",1
339,"gfboston","WTF:gfboston","q","value",1
340,"gfboston","YTF:gfboston","q","value",1
341,"gfmontauk","COD:gfmontauk","q","value",1
342,"gfmontauk","HAD:gfmontauk","q","value",1
343,"gfmontauk","HAL:gfmontauk","q","value",1
344,"gfmontauk","OPT:gfmontauk","q","value",1
345,"gfmontauk","PLA:gfmontauk","q","value",1
346,"gfmontauk","POL:gfmontauk","q","value",1
347,"gfmontauk","RED:gfmontauk","q","value",1
348,"gfmontauk","WHK:gfmontauk","q","value",1
349,"gfmontauk","WIF:gfmontauk","q","value",1
350,"gfmontauk","WOL:gfmontauk","q","value",1
351,"gfmontauk","WPF:gfmontauk","q","value",1
352,"gfmontauk","WTF:gfmontauk","q","value",1
353,"gfmontauk","YTF:gfmontauk","q","value",1
354,"gfportland","COD:gfportland","q","value",1
355,"gfportland","HAD:gfportland","q","value",1
356,"gfportland","HAL:gfportland","q","value",1
357,"gfportland","OPT:gfportland","q","value",1
358,"gfportland","PLA:gfportland","q","value",1
359,"gfportland","POL:gfportland","q","value",1
360,"gfportland","RED:gfportland","q","value",1
361,"gfportland","WHK:gfportland","q","value",1
362,"gfportland","WIF:gfportland","q","value",1
363,"gfportland","WOL:gfportland","q","value",1
364,"gfportland","WPF:gfportland","q","value",1
365,"gfportland","WTF:gfportland","q","value",1
366,"gfportland","YTF:gfportland","q","value",1
367,"gfportsmouth","COD:gfportsmouth","q","value",1
368,"gfportsmouth","HAD:gfportsmouth","q","value",1
369,"gfportsmouth","HAL:gfportsmouth","q","value",1
370,"gfportsmouth","OPT:gfportsmouth","q","value",1
371,"gfportsmouth","PLA:gfportsmouth","q","value",1
372,"gfportsmouth","POL:gfportsmouth","q","value",1
373,"gfportsmouth","RED:gfportsmouth","q","value",1
374,"gfportsmouth","WHK:gfportsmouth","q","value",1
375,"gfportsmouth","WIF:gfportsmouth","q","value",1
376,"gfportsmouth","WOL:gfportsmouth","q","value",1
377,"gfportsmouth","WPF:gfportsmouth","q","value",1
378,"gfportsmouth","WTF:gfportsmouth","q","value",1
379,"gfportsmouth","YTF:gfportsmouth","q","value",1
380,"gfchatham","COD:gfchatham","q","value",1
381,"gfchatham","HAD:gfchatham","q","value",1
382,"gfchatham","HAL:gfchatham","q","value",1
383,"gfchatham","OPT:gfchatham","q","value",1
384,"gfchatham","PLA:gfchatham","q","value",1
385,"gfchatham","POL:gfchatham","q","value",1
386,"gfchatham","RED:gfchatham","q","value",1
387,"gfchatham","WHK:gfchatham","q","value",1
388,"gfchatham","WIF:gfchatham","q","value",1
389,"gfchatham","WOL:gfchatham","q","value",1
390,"gfchatham","WPF:gfchatham","q","value",1
391,"gfchatham","WTF:gfchatham","q","value",1
392,"gfchatham","YTF:gfchatham","q","value",1
393,"gfother","COD:gfother","q","value",1
394,"gfother","HAD:gfother","q","value",1
395,"gfother","HAL:gfother","q","value",1
396,"gfother","OPT:gfother","q","value",1
397,"gfother","PLA:gfother","q","value",1
398,"gfother","POL:gfother","q","value",1
399,"gfother","RED:gfother","q","value",1
400,"gfother","WHK:gfother","q","value",1
401,"gfother","WIF:gfother","q","value",1
402,"gfother","WOL:gfother","q","value",1
403,"gfother","WPF:gfother","q","value",1
404,"gfother","WTF:gfother","q","value",1
405,"gfother","YTF:gfother","q","value",1
